code,kind,phi,thick,length,copper_unit_kg,nparts
MJU40224210,부품,15.88,0.95,1247.0,0.496823,
MJU40246001,부품,12.7,0.75,103.0,0.025931,
MJU40246002,부품,12.7,0.75,113.0,0.028448,
MJU40419008,부품,9.52,0.65,61.0,0.009879,
MJU41254401,부품,7.0,0.65,172.0,0.019942,
MJU41254402,부품,7.0,0.65,151.0,0.017507,
MJU41254403,부품,7.0,0.65,181.0,0.020985,
MJU41254404,부품,7.0,0.65,155.0,0.017971,
MJU41489501,부품,6.35,0.9,332.0,0.045743,
MJU41489502,부품,6.35,0.9,357.0,0.049188,
MJU41490401,부품,6.35,0.9,229.0,0.031552,
MJU41491101,부품,6.35,0.9,366.0,0.050428,
MJU41491102,부품,6.35,0.9,391.0,0.053873,
MJU41491201,부품,15.88,0.95,73.0,0.029084,
MJU41491202,부품,19.05,0.95,73.0,0.03526,
MJU41491203,부품,15.88,0.95,72.0,0.028686,
MJU41495901,부품,15.88,0.95,72.0,0.028686,
MJU41496001,부품,19.05,0.95,189.0,0.091288,
MJU41496102,부품,15.88,0.95,74.0,0.029483,
MJU41496302,부품,15.88,0.95,348.0,0.138648,
MJU41625901,부품,6.35,0.65,117.0,0.012177,
MJU41625903,부품,6.35,0.65,142.0,0.014778,
MJU41625904,부품,6.35,0.65,159.0,0.016548,
MJU41625910,부품,6.35,0.65,142.0,0.014778,
MJU41625911,부품,6.35,0.65,167.0,0.01738,
MJU41625912,부품,6.35,0.65,184.0,0.01915,
MJU41739701,부품,4.76,0.65,224.0,0.01681,
MJU41739703,부품,4.76,0.65,184.0,0.013808,
MJU41739705,부품,4.76,0.65,252.0,0.018911,
MJU41740401,부품,9.52,0.65,84.0,0.013604,
MJU41838701,부품,7.0,0.65,69.0,0.008,
MJU41838703,부품,15.88,0.95,142.0,0.056575,
MJU41838707,부품,7.0,0.65,453.0,0.052521,
MJU41838708,부품,7.0,0.65,401.0,0.046493,
MJU41838709,부품,7.0,0.65,441.0,0.05113,
MJU41838710,부품,7.0,0.65,509.0,0.059014,
MJU41838711,부품,9.52,0.65,311.0,0.050367,
MJU41838712,부품,9.52,0.65,247.0,0.040002,
MJU41838722,부품,15.88,0.95,121.0,0.048208,
MJU41838723,부품,15.88,0.95,154.0,0.061356,
MJU41838727,부품,15.88,0.95,155.0,0.061754,
MJU41838728,부품,12.7,0.75,158.0,0.039778,
MJU41838731,부품,12.7,0.75,120.0,0.030211,
MJU41838733,부품,15.88,0.95,157.0,0.062551,
MJU41838735,부품,12.7,0.75,130.0,0.032728,
MJU41839009,부품,15.88,0.95,405.0,0.161358,
MJU41839011,부품,15.88,0.95,341.0,0.135859,
MJU41839012,부품,15.88,0.95,620.0,0.247017,
MJU41839013,부품,15.88,0.95,620.0,0.247017,
MJU41839025,부품,15.88,0.95,620.0,0.247017,
MJU41839026,부품,15.88,0.95,620.0,0.247017,
MJU41839030,부품,15.88,0.95,569.0,0.226698,
MJU41839031,부품,15.88,0.95,600.0,0.239049,
MJU41839032,부품,15.88,0.95,624.0,0.248611,
MJU41839035,부품,12.7,0.75,595.0,0.149795,
MJU41839036,부품,12.7,0.75,152.0,0.038267,
MJU41839037,부품,15.88,0.95,460.0,0.183271,
MJU41839038,부품,15.88,0.95,788.0,0.313951,
MJU41839039,부품,15.88,0.95,460.0,0.183271,
MJU41839043,부품,15.88,0.95,578.0,0.230284,
MJU41839044,부품,15.88,0.95,170.0,0.06773,
MJU41941706,부품,19.05,0.95,502.0,0.24247,
MJU41941910,부품,15.88,0.95,154.0,0.061356,
MJU41942001,부품,9.52,0.65,226.0,0.036601,
MJU41942006,부품,9.52,0.65,158.0,0.025589,
MJU41942007,부품,9.52,0.65,99.0,0.016033,
MJU41942216,부품,19.05,0.95,1314.0,0.634672,
MJU42064507,부품,6.35,0.65,282.0,0.029349,
MJU42064508,부품,6.35,0.65,67.0,0.006973,
MJU42064509,부품,6.35,0.65,197.0,0.020502,
MJU42064527,부품,6.35,0.65,142.0,0.014778,
MJU42132501,부품,4.76,0.65,92.0,0.006904,
MJU42132502,부품,4.76,0.65,94.0,0.007054,
MJU42132503,부품,4.76,0.65,89.0,0.006679,
MJU42177301,부품,15.88,0.95,811.0,0.323114,
MJU42239001,부품,9.52,0.65,262.0,0.042432,
MJU42239004,부품,9.52,1.45,430.0,0.141339,
MJU42271904,부품,12.7,0.75,698.0,0.175726,
MJU42282503,부품,6.35,0.65,166.0,0.017276,
MJU42282703,부품,6.35,0.65,190.0,0.019774,
MJU42282704,부품,6.35,0.65,214.0,0.022272,
MJU42282707,부품,6.35,0.65,183.0,0.019045,
MJU42282708,부품,9.52,0.65,362.0,0.058627,
MJU42282712,부품,4.76,0.65,435.0,0.032643,
MJU42282713,부품,4.76,0.65,180.0,0.013508,
MJU42282714,부품,9.52,0.65,80.0,0.012956,
MJU42367002,부품,12.7,0.75,240.0,0.060422,
MJU42378901,부품,7.94,0.65,57.0,0.007587,
MJU42403117,부품,15.88,0.95,51.0,0.020319,
MJU42403118,부품,15.88,0.95,811.0,0.323114,
MJU42756501,부품,6.35,0.65,185.0,0.019254,
MJU42756502,부품,6.35,0.65,178.0,0.018525,
MJU42756503,부품,6.35,0.65,241.0,0.025082,
MJU42756504,부품,6.35,0.65,156.0,0.016235,
MJU42756505,부품,6.35,0.65,76.0,0.00791,
MJU42756506,부품,6.35,0.65,66.0,0.006869,
MJU42756510,부품,6.35,0.65,208.0,0.021647,
MJU42756802,부품,9.52,0.65,186.0,0.030123,
MJU42805302,부품,15.88,0.95,100.0,0.039841,
MJU42805405,부품,4.76,0.65,173.0,0.012982,
MJU42805406,부품,4.76,0.65,147.0,0.011031,
MJU42813101,부품,12.7,0.75,174.0,0.043806,
MJU42822201,부품,6.35,0.65,164.0,0.017068,
MJU42822701,부품,6.35,0.65,144.0,0.014987,
MJU42822901,부품,6.35,0.65,105.0,0.010928,
MJU42823701,부품,6.35,0.65,84.0,0.008742,
MJU42823702,부품,6.35,0.65,180.0,0.018733,
MJU42823703,부품,6.35,0.65,164.0,0.017068,
MJU42823704,부품,6.35,0.65,121.0,0.012593,
MJU42823705,부품,6.35,0.65,123.0,0.012801,
MJU42823801,부품,6.35,0.65,79.0,0.008222,
MJU42823901,부품,6.35,0.65,100.0,0.010407,
MJU42824001,부품,6.35,0.65,91.0,0.009471,
MJU42827501,부품,6.35,0.65,188.0,0.019566,
MJU42911801,부품,9.52,0.65,32.0,0.005182,
MJU42911802,부품,9.52,1.45,40.0,0.013148,
MJU42912201,부품,9.52,1.45,216.0,0.070998,
MJU42912202,부품,9.52,1.45,169.0,0.055549,
MJU42937801,부품,9.52,0.65,50.0,0.008098,
MJU42938606,부품,6.35,0.65,256.0,0.026643,
MJU42948301,부품,7.0,0.65,60.0,0.006956,
MJU42960001,부품,9.52,0.65,268.0,0.043403,
MJU42960002,부품,6.35,0.65,287.0,0.029869,
MJU42960101,부품,9.52,0.65,310.0,0.050205,
MJU42960102,부품,6.35,0.65,355.0,0.036946,
MJU42963501,부품,9.52,0.65,253.0,0.040974,
MJU47146601,부품,7.0,0.65,82.0,0.009507,
MJU47146602,부품,7.0,0.65,85.0,0.009855,
MJU47146603,부품,7.0,0.65,85.0,0.009855,
MJU47147501,부품,12.7,0.75,376.0,0.09466,
MJU47147502,부품,12.7,0.75,337.0,0.084842,
MJU47213201,부품,9.52,1.45,52.0,0.017092,
MJU47306801,부품,9.52,0.65,190.0,0.030771,
MJU47306802,부품,9.52,0.65,247.0,0.040002,
MJU47306803,부품,15.88,0.95,262.0,0.104385,
MJU47306805,부품,12.7,0.75,188.0,0.04733,
MJU47306806,부품,15.88,0.95,264.0,0.105181,
MJU47306807,부품,19.05,0.95,267.0,0.128963,
MJU47308201,부품,9.52,0.65,134.0,0.021702,
MJU47308202,부품,9.52,0.65,132.0,0.021378,
MJU47308205,부품,12.7,0.75,120.0,0.030211,
MJU47308206,부품,19.05,0.95,192.0,0.092737,
MJU47308207,부품,25.4,1.15,139.0,0.108887,
MJU47312220,부품,22.22,1.15,95.0,0.06466,
MJU47584901,부품,9.52,0.65,152.0,0.024617,
MJU47584902,부품,9.52,0.65,207.0,0.033524,
MJU47584903,부품,15.88,0.95,202.0,0.08048,
MJU47584904,부품,22.2,1.15,210.0,0.142798,
MJU47584905,부품,12.7,0.75,150.0,0.037763,
MJU47978301,부품,6.35,0.65,157.0,0.01634,
MJU47978302,부품,6.35,0.65,152.0,0.015819,
MJU47978303,부품,6.35,0.65,99.0,0.010303,
MJU47978304,부품,7.94,0.65,235.0,0.03128,
MJU47978305,부품,6.35,0.65,154.0,0.016027,
MJU47978401,부품,12.7,0.75,218.0,0.054883,
MJU47979202,부품,4.76,0.65,174.0,0.013057,
MJU47979203,부품,4.76,0.65,145.0,0.010881,
MJU48000801,부품,6.35,0.65,205.0,0.021335,
MJU48000901,부품,6.35,0.65,210.0,0.021855,
MJU48001001,부품,6.35,0.65,176.0,0.018317,
MJU48163401,부품,9.52,0.65,40.0,0.006478,
MJU48166704,부품,9.52,0.65,250.0,0.040488,
MJU48957501,부품,7.94,0.65,57.0,0.007587,
MJU54082901,부품,6.35,0.65,145.0,0.015091,
MJU54082902,부품,6.35,0.65,156.0,0.016235,
MJU54082904,부품,6.35,0.65,186.0,0.019358,
MJU54082905,부품,6.35,0.65,224.0,0.023312,
MJU54397501,부품,15.88,0.95,735.0,0.292835,
MJU54397502,부품,15.88,0.95,355.0,0.141437,
MJU54397505,부품,15.88,0.95,232.0,0.092432,
MJU54398201,부품,12.7,0.75,448.0,0.112787,
MJU55250501,부품,9.52,0.65,172.0,0.027856,
MJU55250504,부품,9.52,0.65,360.0,0.058303,
MJU55250505,부품,12.7,0.75,436.0,0.109766,
MJU55256702,부품,19.05,0.95,53.0,0.025599,
MJU55257301,부품,15.88,0.95,758.0,0.301998,
MJU55257302,부품,15.88,0.95,617.0,0.245822,
MJU55479901,부품,15.88,0.95,248.0,0.098807,
MJU56521201,부품,15.88,0.95,596.0,0.237455,
MJU56521202,부품,15.88,0.95,1092.0,0.435069,
MJU56521203,부품,15.88,0.95,567.0,0.225901,
MJU56925101,부품,4.76,0.65,249.0,0.018686,
MJU56925302,부품,4.0,0.6,310.0,0.017764,
MJU56925303,부품,4.0,0.6,210.0,0.012034,
MJU56925401,부품,4.76,0.65,181.0,0.013583,
MJU56926001,부품,12.7,0.75,181.0,0.045568,
MJU56926002,부품,12.7,0.75,181.0,0.045568,
MJU56926201,부품,6.35,0.65,222.0,0.023104,
MJU56926301,부품,6.35,0.65,211.0,0.021959,
MJU56926401,부품,6.35,0.65,161.0,0.016756,
MJU56926501,부품,6.35,0.65,182.0,0.018941,
MJU57001403,부품,15.88,0.95,171.0,0.068129,
MJU57152601,부품,9.52,0.65,223.0,0.036115,
MJU57152701,부품,9.52,0.65,71.0,0.011499,
MJU57152702,부품,9.52,0.65,240.0,0.038869,
MJU57152703,부품,9.52,0.65,99.0,0.016033,
MJU57152801,부품,9.52,0.65,161.0,0.026074,
MJU57152901,부품,9.52,0.65,170.0,0.027532,
MJU57152902,부품,9.52,0.65,167.0,0.027046,
MJU57271806,부품,5.0,0.65,68.0,0.005401,
MJU57271811,부품,5.0,0.65,70.0,0.00556,
MJU57909712,부품,7.0,0.65,84.0,0.009739,
MJU58266603,부품,12.7,0.75,379.0,0.095416,
MJU58273107,부품,9.52,0.65,935.0,0.151426,
MJU58273201,부품,7.94,0.65,375.0,0.049914,
MJU58273501,부품,7.94,0.65,315.0,0.041928,
MJU58273801,부품,9.52,0.65,295.0,0.047776,
MJU58273901,부품,9.52,0.65,477.0,0.077252,
MJU58290401,부품,6.35,0.65,177.0,0.018421,
MJU58290501,부품,6.35,0.65,228.0,0.023729,
MJU58290601,부품,6.35,0.65,109.0,0.011344,
MJU58291401,부품,6.35,0.65,148.0,0.015403,
MJU58941301,부품,6.35,0.65,225.0,0.023417,
MJU58941302,부품,6.35,0.65,170.0,0.017692,
MJU58941303,부품,6.35,0.65,182.0,0.018941,
MJU58941304,부품,6.35,0.65,99.0,0.010303,
MJU58941305,부품,6.35,0.65,129.0,0.013425,
MJU58941306,부품,6.35,0.65,205.0,0.021335,
MJU58941307,부품,9.52,0.65,273.0,0.044213,
MJU58941308,부품,6.35,0.65,98.0,0.010199,
MJU58941309,부품,6.35,0.65,117.0,0.012177,
MJU58941310,부품,6.35,0.65,185.0,0.019254,
MJU58941311,부품,12.7,0.75,290.0,0.073009,
MJU60435701,부품,15.88,0.95,521.0,0.207574,
MJU60435711,부품,12.7,0.75,553.0,0.139221,
MJU60435714,부품,12.7,0.75,484.0,0.12185,
MJU60436002,부품,12.7,0.75,154.0,0.038771,
MJU60436012,부품,12.7,0.75,193.0,0.048589,
MJU60436202,부품,12.7,0.75,183.0,0.046071,
MJU60436216,부품,9.52,0.65,1090.0,0.176529,
MJU60436220,부품,12.7,0.75,374.0,0.094157,
MJU60436221,부품,9.52,0.65,957.0,0.154989,
MJU60436230,부품,12.7,0.75,288.0,0.072506,
MJU60436231,부품,12.7,0.75,607.0,0.152816,
MJU60436232,부품,9.52,0.65,1005.0,0.162763,
MJU60436233,부품,9.52,0.65,141.0,0.022835,
MJU60436235,부품,9.52,0.65,172.0,0.027856,
MJU60436236,부품,12.7,0.75,376.0,0.09466,
MJU60436237,부품,12.7,0.75,560.0,0.140984,
MJU60436240,부품,12.7,0.75,399.0,0.100451,
MJU60436406,부품,12.7,0.75,113.0,0.028448,
MJU60436408,부품,4.76,0.65,226.0,0.01696,
MJU60436412,부품,12.7,0.75,320.0,0.080562,
MJU60436413,부품,12.7,0.75,113.0,0.028448,
MJU60436608,부품,12.7,0.75,488.0,0.122857,
MJU60436609,부품,12.7,0.75,769.0,0.193601,
MJU60436625,부품,12.7,0.75,415.0,0.104479,
MJU60436626,부품,12.7,0.75,822.0,0.206944,
MJU60436638,부품,12.7,0.75,965.0,0.242945,
MJU60436639,부품,12.7,0.75,355.0,0.089374,
MJU60436641,부품,12.7,0.75,378.0,0.095164,
MJU60436647,부품,12.7,0.75,968.0,0.2437,
MJU60477610,부품,12.7,0.75,511.0,0.128648,
MJU60499615,부품,9.52,0.65,55.0,0.008907,
MJU60671605,부품,9.52,0.65,488.0,0.079033,
MJU607012501,부품,15.88,0.75,391.0,0.124632,
MJU61131915,부품,4.76,0.65,274.0,0.020562,
MJU61346401,부품,4.0,0.6,822.0,0.047104,
MJU61346601,부품,4.0,0.6,822.0,0.047104,
MJU61351101,부품,4.0,0.6,822.0,0.047104,
MJU61351201,부품,4.0,0.6,1072.0,0.061429,
MJU61351501,부품,4.0,0.6,922.0,0.052834,
MJU61351601,부품,4.0,0.6,265.0,0.015185,
MJU61351801,부품,4.0,0.6,1072.0,0.061429,
MJU61356001,부품,6.35,0.65,478.0,0.049747,
MJU61380001,부품,4.76,0.65,533.0,0.039998,
MJU61380201,부품,4.76,0.65,743.0,0.055757,
MJU61380401,부품,4.76,0.65,744.0,0.055832,
MJU61380501,부품,4.76,0.65,953.0,0.071515,
MJU61382801,부품,4.76,0.65,1103.0,0.082772,
MJU61382901,부품,4.76,0.65,1363.0,0.102283,
MJU61387701,부품,4.76,0.65,533.0,0.039998,
MJU61391901,부품,9.52,0.65,548.0,0.08875,
MJU61554703,부품,12.7,0.75,276.0,0.069485,
MJU61572102,부품,15.88,0.95,744.0,0.29642,
MJU61572202,부품,15.88,0.95,728.0,0.290046,
MJU61593201,부품,15.88,1.0,53.0,0.022153,
MJU6160507,부품,9.52,0.65,106.0,0.017167,
MJU61722001,부품,6.35,0.65,92.0,0.009575,
MJU61722101,부품,4.76,0.65,100.0,0.007504,
MJU61848906,부품,15.88,0.95,310.0,0.123508,
MJU61848910,부품,12.7,0.75,455.0,0.114549,
MJU61848914,부품,12.7,0.75,219.0,0.055135,
MJU61850904,부품,6.35,0.65,398.0,0.041421,
MJU61850905,부품,6.35,0.65,376.0,0.039132,
MJU61850906,부품,6.35,0.65,245.0,0.025498,
MJU61851002,부품,9.52,0.65,167.0,0.027046,
MJU61858126,부품,4.76,0.65,96.0,0.007204,
MJU61858127,부품,4.76,0.65,102.0,0.007654,
MJU61858128,부품,4.76,0.65,124.0,0.009305,
MJU61858155,부품,4.76,0.65,98.0,0.007354,
MJU61858156,부품,4.76,0.65,104.0,0.007804,
MJU61858157,부품,4.76,0.65,120.0,0.009005,
MJU61861313,부품,12.7,0.75,125.0,0.03147,
MJU61861611,부품,9.52,0.65,177.0,0.028666,
MJU61861612,부품,9.52,0.65,63.0,0.010203,
MJU61861617,부품,9.52,0.65,128.0,0.02073,
MJU61861618,부품,9.52,0.65,117.0,0.018948,
MJU61865212,부품,12.7,0.75,914.0,0.230106,
MJU61865213,부품,12.7,0.75,677.0,0.170439,
MJU61865215,부품,12.7,0.75,590.0,0.148536,
MJU61865216,부품,12.7,0.75,616.0,0.155082,
MJU61865223,부품,12.7,0.75,585.0,0.147278,
MJU61869702,부품,12.7,0.75,155.0,0.039022,
MJU61869801,부품,6.35,0.65,306.0,0.031846,
MJU61869802,부품,6.35,0.65,154.0,0.016027,
MJU61869803,부품,6.35,0.65,154.0,0.016027,
MJU61869804,부품,6.35,0.65,364.0,0.037883,
MJU61870401,부품,6.35,0.65,566.0,0.058906,
MJU61872902,부품,6.35,0.65,162.0,0.01686,
MJU61872904,부품,6.35,0.65,172.0,0.017901,
MJU61872906,부품,6.35,0.65,203.0,0.021127,
MJU61872908,부품,6.35,0.65,242.0,0.025186,
MJU61880501,부품,9.52,0.65,242.0,0.039193,
MJU61880502,부품,9.52,0.65,197.0,0.031905,
MJU61880503,부품,9.52,0.65,163.0,0.026398,
MJU61880601,부품,9.52,0.65,125.0,0.020244,
MJU61880701,부품,9.52,0.65,118.0,0.01911,
MJU61880901,부품,9.52,0.65,90.0,0.014576,
MJU61881001,부품,9.52,0.65,129.0,0.020892,
MJU61881301,부품,9.52,0.65,126.0,0.020406,
MJU61884401,부품,6.35,0.65,177.0,0.018421,
MJU61884402,부품,6.35,0.65,216.0,0.02248,
MJU61884403,부품,6.35,0.65,202.0,0.021023,
MJU61884404,부품,6.35,0.65,241.0,0.025082,
MJU61884601,부품,6.35,0.65,127.0,0.013217,
MJU61896303,부품,15.88,0.95,469.0,0.186856,
MJU61908601,부품,9.52,0.65,87.0,0.01409,
MJU61908701,부품,9.52,0.65,144.0,0.023321,
MJU61908801,부품,9.52,0.65,138.0,0.022349,
MJU61908901,부품,9.52,0.65,180.0,0.029152,
MJU61909001,부품,9.52,0.65,235.0,0.038059,
MJU61909102,부품,9.52,0.65,345.0,0.055874,
MJU61909301,부품,9.52,0.65,243.0,0.039355,
MJU61909402,부품,9.52,0.65,282.0,0.045671,
MJU61909701,부품,12.7,0.75,60.0,0.015105,
MJU61909801,부품,12.7,0.75,502.0,0.126382,
MJU61909902,부품,12.7,0.75,574.0,0.144508,
MJU61910001,부품,12.7,0.75,75.0,0.018882,
MJU61916301,부품,9.52,0.65,70.0,0.011337,
MJU61926304,부품,12.7,0.75,841.0,0.211727,
MJU61926701,부품,9.52,1.45,156.0,0.051276,
MJU61926801,부품,9.52,1.45,188.0,0.061795,
MJU61926802,부품,9.52,1.45,121.0,0.039772,
MJU61928901,부품,4.0,0.6,406.0,0.023265,
MJU61937001,부품,15.88,0.95,35.0,0.013945,
MJU61940002,부품,9.52,1.45,410.0,0.134765,
MJU61940004,부품,9.52,1.45,107.0,0.03517,
MJU61940102,부품,6.35,0.65,171.0,0.017797,
MJU61940501,부품,9.52,0.65,51.0,0.00826,
MJU61940601,부품,9.52,0.65,204.0,0.033038,
MJU61940701,부품,9.52,0.65,85.0,0.013766,
MJU61940901,부품,15.88,0.95,82.0,0.03267,
MJU61942701,부품,9.52,0.65,54.0,0.008745,
MJU61942801,부품,6.35,0.65,35.0,0.003643,
MJU61942802,부품,6.35,0.65,62.0,0.006453,
MJU61942901,부품,9.52,0.65,126.0,0.020406,
MJU61943201,부품,9.52,0.65,341.0,0.055226,
MJU61943501,부품,9.52,1.45,86.56,0.028452,
MJU61945202,부품,15.88,0.95,519.0,0.206777,
MJU61949301,부품,9.52,0.65,119.0,0.019272,
MJU61949302,부품,9.52,0.65,55.0,0.008907,
MJU61949303,부품,9.52,0.65,61.0,0.009879,
MJU61949304,부품,9.52,0.65,124.0,0.020082,
MJU61949501,부품,5.0,0.65,287.0,0.022795,
MJU61949502,부품,5.0,0.65,296.0,0.02351,
MJU61955708,부품,6.35,0.65,203.0,0.021127,
MJU61956410,부품,6.35,0.65,49.0,0.0051,
MJU61972902,부품,7.0,0.65,65.0,0.007536,
MJU61986601,부품,7.0,0.65,195.0,0.022609,
MJU61986701,부품,7.0,0.65,191.0,0.022145,
MJU61986801,부품,7.0,0.65,211.0,0.024464,
MJU61987001,부품,22.22,1.15,605.0,0.411784,
MJU61987003,부품,19.05,0.95,458.0,0.221217,
MJU61987301,부품,7.0,0.65,211.0,0.024464,
MJU62012001,부품,9.52,0.65,365.0,0.059113,
MJU62012005,부품,7.0,0.65,85.0,0.009855,
MJU62028301,부품,6.35,0.65,134.0,0.013946,
MJU62028801,부품,6.35,0.65,82.0,0.008534,
MJU62028802,부품,6.35,0.65,82.0,0.008534,
MJU62029701,부품,9.52,0.65,40.0,0.006478,
MJU62030601,부품,9.52,0.65,51.0,0.00826,
MJU62032701,부품,9.52,0.65,348.0,0.05636,
MJU62034904,부품,7.0,0.65,60.0,0.006956,
MJU62046101,부품,6.35,0.65,73.0,0.007597,
MJU62046201,부품,6.35,0.65,173.0,0.018005,
MJU62066801,부품,9.52,0.65,235.0,0.038059,
MJU62067801,부품,6.35,0.65,98.0,0.010199,
MJU62067806,부품,6.35,0.65,96.0,0.009991,
MJU62069801,부품,9.52,0.65,70.0,0.011337,
MJU62072902,부품,7.0,0.65,129.0,0.014956,
MJU62072903,부품,7.0,0.65,129.0,0.014956,
MJU62078201,부품,6.35,0.65,135.0,0.01405,
MJU62078401,부품,6.35,0.65,154.0,0.016027,
MJU62078601,부품,9.52,0.65,101.0,0.016357,
MJU62078701,부품,4.76,0.65,266.0,0.019961,
MJU62078801,부품,4.76,0.65,261.0,0.019586,
MJU62078802,부품,4.76,0.65,262.0,0.019661,
MJU62078902,부품,4.0,0.6,239.0,0.013696,
MJU62079001,부품,6.35,0.65,42.0,0.004371,
MJU62079101,부품,9.52,0.65,75.0,0.012146,
MJU62079201,부품,9.52,0.65,50.0,0.008098,
MJU62079301,부품,6.35,0.65,50.0,0.005204,
MJU62079302,부품,6.35,0.65,38.0,0.003955,
MJU62079303,부품,6.35,0.65,62.0,0.006453,
MJU62079304,부품,6.35,0.65,59.0,0.00614,
MJU62079505,부품,7.94,0.65,531.0,0.070678,
MJU62079506,부품,6.35,0.65,180.0,0.018733,
MJU62079507,부품,6.35,0.65,147.0,0.015299,
MJU62079801,부품,6.35,0.65,154.0,0.016027,
MJU62096501,부품,9.52,0.65,35.0,0.005668,
MJU62096507,부품,9.52,0.65,64.0,0.010365,
MJU62098801,부품,7.94,0.65,45.0,0.00599,
MJU62098901,부품,6.35,0.65,105.0,0.010928,
MJU62099001,부품,6.35,0.65,88.0,0.009158,
MJU62099101,부품,6.35,0.65,50.0,0.005204,
MJU62188306,부품,15.88,0.95,468.0,0.186458,
MJU62192004,부품,15.88,0.95,1040.0,0.414351,
MJU62193402,부품,9.52,0.65,60.0,0.009717,
MJU62193403,부품,7.94,0.65,680.0,0.090511,
MJU62207801,부품,6.35,0.65,178.0,0.018525,
MJU62207802,부품,6.35,0.65,95.0,0.009887,
MJU62267001,부품,9.52,0.65,225.0,0.036439,
MJU62267101,부품,9.52,0.65,341.0,0.055226,
MJU62267201,부품,9.52,0.65,156.0,0.025265,
MJU62267501,부품,7.0,0.65,50.0,0.005797,
MJU62267502,부품,7.0,0.65,185.0,0.021449,
MJU62267504,부품,7.0,0.65,250.0,0.028985,
MJU62267505,부품,7.0,0.65,228.0,0.026435,
MJU62267701,부품,6.35,0.65,80.0,0.008326,
MJU62287006,부품,15.88,0.95,352.0,0.140242,
MJU62287008,부품,15.77,0.95,368.0,0.145536,
MJU62287516,부품,9.52,0.65,152.0,0.024617,
MJU62326609,부품,9.52,0.65,230.0,0.037249,
MJU62326610,부품,9.52,0.65,359.0,0.058141,
MJU62326612,부품,9.52,0.65,230.0,0.037249,
MJU62326613,부품,9.52,0.65,380.0,0.061542,
MJU62348705,부품,6.35,0.65,211.0,0.021959,
MJU62348706,부품,6.35,0.65,181.0,0.018837,
MJU62348707,부품,6.35,0.65,210.0,0.021855,
MJU62348708,부품,6.35,0.65,181.0,0.018837,
MJU62349201,부품,9.52,0.65,410.0,0.066401,
MJU62356410,부품,6.35,0.65,123.0,0.012801,
MJU62356412,부품,6.35,0.65,73.0,0.007597,
MJU62360301,부품,4.76,0.65,390.0,0.029267,
MJU62360401,부품,4.76,0.65,390.0,0.029267,
MJU62360501,부품,4.76,0.65,390.0,0.029267,
MJU62360601,부품,4.76,0.65,398.0,0.029867,
MJU62366601,부품,15.88,0.95,514.0,0.204785,
MJU62366603,부품,15.88,0.95,513.0,0.204387,
MJU62371104,부품,15.88,0.95,138.0,0.054981,
MJU62371701,부품,15.88,0.95,646.0,0.257376,
MJU62390701,부품,15.88,0.95,214.0,0.085261,
MJU62392001,부품,7.0,0.65,131.0,0.015188,
MJU62392101,부품,15.88,0.95,419.0,0.166936,
MJU62392701,부품,6.35,0.65,435.0,0.045272,
MJU62393501,부품,4.76,0.65,387.0,0.029041,
MJU62393601,부품,4.76,0.65,391.0,0.029342,
MJU62393801,부품,12.7,0.75,103.0,0.025931,
MJU62393806,부품,9.52,0.65,540.0,0.087455,
MJU62394001,부품,4.76,0.65,505.0,0.037896,
MJU62394101,부품,4.76,0.65,505.0,0.037896,
MJU62394201,부품,4.76,0.65,505.0,0.037896,
MJU62394301,부품,4.76,0.65,494.0,0.037071,
MJU62394401,부품,4.76,0.65,494.0,0.037071,
MJU62394501,부품,4.76,0.65,494.0,0.037071,
MJU62394601,부품,4.76,0.65,508.0,0.038122,
MJU62394701,부품,4.76,0.65,494.0,0.037071,
MJU62394801,부품,4.76,0.65,494.0,0.037071,
MJU62394901,부품,4.76,0.65,505.0,0.037896,
MJU62395001,부품,4.76,0.65,481.0,0.036095,
MJU62395101,부품,4.76,0.65,505.0,0.037896,
MJU62406601,부품,9.52,1.45,50.0,0.016435,
MJU62406703,부품,6.35,0.65,134.0,0.013946,
MJU62490101,부품,4.76,0.65,667.0,0.050053,
MJU62490201,부품,4.76,0.65,681.0,0.051104,
MJU62490301,부품,4.76,0.65,671.0,0.050353,
MJU62490401,부품,4.76,0.65,673.0,0.050504,
MJU62491908,부품,6.35,0.65,142.0,0.014778,
MJU62514617,부품,6.35,0.65,58.0,0.006036,
MJU62526101,부품,15.88,0.95,916.0,0.364948,
MJU62526501,부품,9.52,0.65,555.0,0.089884,
MJU62526502,부품,12.7,0.75,194.0,0.048841,
MJU62598003,부품,12.7,0.75,381.0,0.095919,
MJU62598004,부품,12.7,0.75,720.0,0.181265,
MJU62609101,부품,4.76,0.65,1463.0,0.109787,
MJU62609301,부품,12.7,0.75,407.0,0.102465,
MJU62609302,부품,12.7,0.75,272.0,0.068478,
MJU62614301,부품,6.35,0.65,400.0,0.041629,
MJU62627901,부품,9.52,0.65,365.0,0.059113,
MJU62671602,부품,9.52,0.65,188.0,0.030447,
MJU62671603,부품,6.35,0.65,91.0,0.009471,
